model,subfolder,category_id,question_index,num_iterations,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std
Gemini_2.5Pro,Gemini_2.5Pro,5,5,5,4.6,4.6,4.8,5.0,5.0,4.8,4.666666666666666,0.41833001326703784,0.41833001326703784,0.273861278752583,0.0,0.0,0.18708286933869714,0.3118047822311618
Gemini_2.5Pro,Gemini_2.5Pro,5,6,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini_2.5Pro,Gemini_2.5Pro,5,7,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini_2.5Pro,Gemini_2.5Pro,5,8,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998348,0.2981423969999721
Gemini_2.5Pro,Gemini_2.5Pro,5,9,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini_2.5Pro,Gemini_2.5Pro,5,10,5,4.6,4.6,5.0,5.0,5.0,4.84,4.7333333333333325,0.5477225575051663,0.5477225575051663,0.0,0.0,0.0,0.21908902300206654,0.3651483716701111
Gemini_2.5Pro,Gemini_2.5Pro,5,11,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998334,0.29814239699997197
Gemini_2.5Pro,Gemini_2.5Pro,5,12,5,4.7,4.7,5.0,5.0,5.0,4.88,4.8,0.447213595499958,0.447213595499958,0.0,0.0,0.0,0.1788854381999834,0.2981423969999721
Gemini_2.5Pro,Gemini_2.5Pro,5,13,5,4.6,4.6,4.6,5.0,5.0,4.76,4.6,0.5477225575051662,0.5477225575051662,0.5477225575051662,0.0,0.0,0.3286335345030995,0.5477225575051662
Gemini_2.5Pro,Gemini_2.5Pro,5,14,5,4.2,4.2,5.0,5.0,5.0,4.68,4.466666666666667,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998348,0.2981423969999722
Gemini_2.5Pro,Gemini_2.5Pro,5,15,5,4.0,4.0,4.4,5.0,5.0,4.4799999999999995,4.133333333333333,0.0,0.0,0.5477225575051661,0.0,0.0,0.10954451150103277,0.18257418583505536
Gemini_2.5Pro,Gemini_2.5Pro,5,16,5,4.5,4.5,4.5,5.0,5.0,4.7,4.5,0.5,0.5,0.5,0.0,0.0,0.2999999999999998,0.5
Gemini_2.5Pro,Gemini_2.5Pro,5,17,5,4.2,4.2,4.6,5.0,5.0,4.6,4.333333333333333,0.44721359549995804,0.44721359549995804,0.5477225575051662,0.0,0.0,0.2449489742783177,0.40824829046386313
Gemini_2.5Pro,Gemini_2.5Pro,5,18,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini_2.5Pro,Gemini_2.5Pro,5,19,5,4.6,4.4,4.8,5.0,5.0,4.76,4.6,0.5477225575051662,0.8944271909999159,0.44721359549995804,0.0,0.0,0.3577708763999664,0.5962847939999439
Gemini_2.5Pro,Gemini_2.5Pro,5,20,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini_2.5Pro,Gemini_2.5Pro,5,21,5,4.0,4.0,4.8,4.2,5.0,4.4,4.266666666666667,0.0,0.0,0.4472135954999579,0.8366600265340757,0.0,0.14142135623730936,0.1490711984999859
Gemini_2.5Pro,Gemini_2.5Pro,5,22,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini_2.5Pro,Gemini_2.5Pro,5,23,5,4.6,4.6,5.0,5.0,5.0,4.84,4.7333333333333325,0.5477225575051661,0.5477225575051661,0.0,0.0,0.0,0.21908902300206679,0.3651483716701108
Gemini_2.5Pro,Gemini_2.5Pro,6,0,5,4.2,4.2,5.0,5.0,5.0,4.68,4.466666666666667,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998348,0.2981423969999722
Gemini_2.5Pro,Gemini_2.5Pro,6,1,5,4.0,3.0,4.4,5.0,5.0,4.28,3.8,0.0,0.0,0.5477225575051663,0.0,0.0,0.10954451150103345,0.18257418583505547
Gemini_2.5Pro,Gemini_2.5Pro,6,2,5,4.2,4.0,4.8,5.0,5.0,4.6,4.333333333333333,0.44721359549995804,0.7071067811865476,0.44721359549995787,0.0,0.0,0.2828427124746188,0.4714045207910318
Gemini_2.5Pro,Gemini_2.5Pro,6,3,5,4.0,3.8,4.8,5.0,5.0,4.52,4.2,0.0,0.4472135954999579,0.44721359549995804,0.0,0.0,0.17888543819998298,0.2981423969999719
Gemini_2.5Pro,Gemini_2.5Pro,6,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini_2.5Pro,Gemini_2.5Pro,6,5,5,4.0,3.8,4.8,5.0,5.0,4.52,4.2,0.0,0.4472135954999579,0.4472135954999579,0.0,0.0,0.178885438199983,0.29814239699997186
Gemini_2.5Pro,Gemini_2.5Pro,6,6,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemini_2.5Pro,Gemini_2.5Pro,6,7,5,4.0,3.6,4.6,5.0,5.0,4.4399999999999995,4.066666666666666,0.0,0.5477225575051662,0.5477225575051661,0.0,0.0,0.2190890230020663,0.36514837167011055
Gemini_2.5Pro,Gemini_2.5Pro,6,8,5,4.2,4.2,5.0,5.0,5.0,4.68,4.466666666666667,0.44721359549995804,0.44721359549995804,0.0,0.0,0.0,0.17888543819998334,0.29814239699997214
Gemini_2.5Pro,Gemini_2.5Pro,6,9,5,4.0,3.2,4.2,5.0,5.0,4.279999999999999,3.8,0.0,0.44721359549995787,0.44721359549995787,0.0,0.0,0.1788854381999829,0.2981423969999719
Gemma-3-27B,Gemma-3-27B,1,0,5,4.0,4.0,4.2,5.0,5.0,4.44,4.066666666666666,0.0,0.0,0.4472135954999579,0.0,0.0,0.08944271909999128,0.1490711984999859
Gemma-3-27B,Gemma-3-27B,1,1,5,4.9,4.7,4.9,5.0,5.0,4.9,4.833333333333334,0.22360679774997888,0.4472135954999579,0.22360679774997888,0.0,0.0,0.14142135623730956,0.2357022603955157
Gemma-3-27B,Gemma-3-27B,1,2,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,1,3,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,1,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,1,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,1,6,5,4.9,4.9,4.9,5.0,5.0,4.9399999999999995,4.9,0.22360679774997894,0.22360679774997894,0.22360679774997894,0.0,0.0,0.13416407864998728,0.22360679774997894
Gemma-3-27B,Gemma-3-27B,1,7,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998348,0.2981423969999721
Gemma-3-27B,Gemma-3-27B,1,8,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,1,9,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,1,10,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,2,0,5,2.4,2.0,2.4,5.0,3.2,3.0,2.2666666666666666,0.5477225575051661,0.0,0.5477225575051662,0.0,0.44721359549995787,0.2000000000000001,0.2788866755113584
Gemma-3-27B,Gemma-3-27B,2,1,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,2,2,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995804,0.44721359549995804,0.0,0.0,0.0,0.17888543819998334,0.29814239699997214
Gemma-3-27B,Gemma-3-27B,2,3,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998334,0.29814239699997197
Gemma-3-27B,Gemma-3-27B,2,4,5,4.3,4.3,5.0,5.0,5.0,4.72,4.533333333333333,0.4472135954999579,0.4472135954999579,0.0,0.0,0.0,0.1788854381999835,0.2981423969999726
Gemma-3-27B,Gemma-3-27B,2,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,2,6,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,2,7,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998348,0.2981423969999723
Gemma-3-27B,Gemma-3-27B,2,8,5,4.1,4.1,5.0,5.0,5.0,4.64,4.4,0.22360679774997894,0.22360679774997894,0.0,0.0,0.0,0.08944271909999171,0.14907119849998632
Gemma-3-27B,Gemma-3-27B,2,9,5,4.0,3.6,4.0,5.0,4.8,4.28,3.8666666666666663,0.0,0.5477225575051661,0.0,0.0,0.44721359549995804,0.17888543819998326,0.1825741858350555
Gemma-3-27B,Gemma-3-27B,2,10,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,2,11,5,4.0,4.0,4.8,5.0,5.0,4.56,4.266666666666667,0.0,0.0,0.44721359549995787,0.0,0.0,0.08944271909999121,0.1490711984999859
Gemma-3-27B,Gemma-3-27B,3,0,5,5.0,4.8,5.0,5.0,5.0,4.96,4.933333333333334,0.0,0.44721359549995804,0.0,0.0,0.0,0.0894427190999917,0.14907119849998587
Gemma-3-27B,Gemma-3-27B,3,1,5,4.0,4.0,4.8,5.0,5.0,4.56,4.266666666666667,0.0,0.0,0.4472135954999579,0.0,0.0,0.08944271909999128,0.1490711984999859
Gemma-3-27B,Gemma-3-27B,3,2,5,2.2,2.0,2.0,5.0,3.0,2.84,2.0666666666666664,0.4472135954999579,0.0,0.0,0.0,0.0,0.08944271909999167,0.14907119849998587
Gemma-3-27B,Gemma-3-27B,3,3,5,4.0,3.8,4.6,5.0,5.0,4.4799999999999995,4.133333333333333,0.0,0.4472135954999579,0.5477225575051661,0.0,0.0,0.17888543819998298,0.2981423969999718
Gemma-3-27B,Gemma-3-27B,3,4,5,4.6,4.4,4.4,5.0,5.0,4.68,4.466666666666667,0.5477225575051663,0.8944271909999159,0.8944271909999159,0.0,0.0,0.4604345773288536,0.7673909622147561
Gemma-3-27B,Gemma-3-27B,3,5,5,4.0,3.8,3.8,5.0,4.8,4.28,3.8666666666666663,0.0,0.4472135954999579,0.4472135954999579,0.0,0.44721359549995804,0.26832815729997506,0.29814239699997214
Gemma-3-27B,Gemma-3-27B,3,6,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,3,7,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,3,8,5,4.0,4.2,5.0,5.0,5.0,4.64,4.4,0.0,0.44721359549995787,0.0,0.0,0.0,0.08944271909999167,0.14907119849998635
Gemma-3-27B,Gemma-3-27B,3,9,5,4.0,3.8,4.2,5.0,4.8,4.36,4.0,0.0,0.4472135954999579,0.44721359549995787,0.0,0.4472135954999579,0.2190890230020664,0.23570226039551578
Gemma-3-27B,Gemma-3-27B,3,10,5,4.1,4.1,4.5,5.0,5.0,4.54,4.2333333333333325,0.22360679774997907,0.22360679774997907,0.5,0.0,0.0,0.13416407864998717,0.22360679774997905
Gemma-3-27B,Gemma-3-27B,3,11,5,4.6,4.6,5.0,5.0,5.0,4.84,4.7333333333333325,0.5477225575051662,0.5477225575051662,0.0,0.0,0.0,0.21908902300206665,0.3651483716701109
Gemma-3-27B,Gemma-3-27B,3,12,5,4.0,3.4,3.6,5.0,3.6,3.9200000000000004,3.6666666666666665,0.0,0.5477225575051661,0.5477225575051662,0.0,0.8944271909999159,0.36331804249169913,0.3333333333333335
Gemma-3-27B,Gemma-3-27B,3,13,5,4.2,4.2,4.6,5.0,5.0,4.6,4.333333333333333,0.4472135954999579,0.4472135954999579,0.547722557505166,0.0,0.0,0.2449489742783177,0.4082482904638632
Gemma-3-27B,Gemma-3-27B,3,14,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,3,15,5,3.0,3.0,3.0,5.0,4.0,3.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,3,16,5,4.4,4.4,4.8,5.0,5.0,4.720000000000001,4.533333333333333,0.5477225575051662,0.5477225575051662,0.44721359549995787,0.0,0.0,0.2683281572999748,0.44721359549995815
Gemma-3-27B,Gemma-3-27B,3,17,5,4.2,4.2,4.8,5.0,5.0,4.64,4.4,0.44721359549995787,0.44721359549995787,0.44721359549995787,0.0,0.0,0.21908902300206648,0.3651483716701108
Gemma-3-27B,Gemma-3-27B,3,18,5,4.8,4.6,4.8,5.0,4.8,4.8,4.733333333333333,0.44721359549995787,0.8944271909999157,0.44721359549995787,0.0,0.44721359549995787,0.44721359549995787,0.596284793999944
Gemma-3-27B,Gemma-3-27B,3,19,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,3,20,5,4.0,4.0,4.8,5.0,5.0,4.56,4.266666666666667,0.0,0.0,0.4472135954999579,0.0,0.0,0.08944271909999128,0.1490711984999859
Gemma-3-27B,Gemma-3-27B,3,21,5,4.0,4.0,4.0,3.8,4.8,4.12,4.0,0.0,0.0,0.0,1.0954451150103324,0.44721359549995787,0.2683281572999751,0.0
Gemma-3-27B,Gemma-3-27B,3,22,5,4.0,3.8,4.0,5.0,4.8,4.32,3.9333333333333327,0.0,0.4472135954999579,0.0,0.0,0.4472135954999579,0.17888543819998343,0.14907119849998604
Gemma-3-27B,Gemma-3-27B,3,23,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998348,0.2981423969999723
Gemma-3-27B,Gemma-3-27B,4,0,5,4.0,4.0,4.6,5.0,5.0,4.5200000000000005,4.2,0.0,0.0,0.5477225575051662,0.0,0.0,0.10954451150103288,0.1825741858350552
Gemma-3-27B,Gemma-3-27B,4,1,5,4.2,4.0,4.6,4.4,4.6,4.359999999999999,4.266666666666667,0.8366600265340756,1.224744871391589,0.894427190999916,1.3416407864998738,0.894427190999916,1.0039920318408906,0.9545214042184235
Gemma-3-27B,Gemma-3-27B,4,2,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998348,0.2981423969999723
Gemma-3-27B,Gemma-3-27B,4,3,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,4,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,4,5,5,3.8,3.8,4.2,5.0,4.8,4.32,3.9333333333333327,0.44721359549995787,0.44721359549995787,0.8366600265340756,0.0,0.44721359549995787,0.41472882706655434,0.5477225575051659
Gemma-3-27B,Gemma-3-27B,4,6,5,4.0,4.0,4.4,5.0,5.0,4.4799999999999995,4.133333333333333,0.0,0.0,0.547722557505166,0.0,0.0,0.10954451150103277,0.1825741858350553
Gemma-3-27B,Gemma-3-27B,4,7,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,4,8,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,4,9,5,4.2,4.2,5.0,5.0,5.0,4.68,4.466666666666667,0.4472135954999579,0.4472135954999579,0.0,0.0,0.0,0.17888543819998343,0.2981423969999721
Gemma-3-27B,Gemma-3-27B,4,10,5,4.0,4.0,4.4,5.0,5.0,4.4799999999999995,4.133333333333333,0.0,0.0,0.547722557505166,0.0,0.0,0.10954451150103277,0.18257418583505508
Gemma-3-27B,Gemma-3-27B,5,0,5,4.6,4.6,5.0,5.0,4.6,4.76,4.7333333333333325,0.5477225575051661,0.5477225575051661,0.0,0.0,0.8944271909999157,0.3577708763999662,0.36514837167011094
Gemma-3-27B,Gemma-3-27B,5,1,5,3.8,3.4,4.0,5.0,4.4,4.12,3.733333333333333,0.447213595499958,0.5477225575051662,0.0,0.0,0.547722557505166,0.2683281572999751,0.2788866755113586
Gemma-3-27B,Gemma-3-27B,5,2,5,3.0,2.0,2.8,5.0,2.6,3.08,2.6,0.7071067811865476,0.7071067811865476,0.8366600265340756,0.0,1.140175425099138,0.6418722614352483,0.7226494462892933
Gemma-3-27B,Gemma-3-27B,5,3,5,2.6,2.2,2.4,5.0,3.2,3.08,2.4,0.5477225575051662,0.4472135954999579,0.5477225575051661,0.0,0.4472135954999579,0.3346640106136304,0.43461349368017654
Gemma-3-27B,Gemma-3-27B,5,4,5,2.8,2.8,3.2,5.0,3.8,3.5199999999999996,2.933333333333333,1.0954451150103324,1.0954451150103324,1.6431676725154984,0.0,1.0954451150103324,0.9859006035092989,1.2780193008453875
Gemma-3-27B,Gemma-3-27B,5,5,5,5.0,4.8,5.0,5.0,5.0,4.96,4.933333333333334,0.0,0.44721359549995787,0.0,0.0,0.0,0.08944271909999167,0.1490711984999859
Gemma-3-27B,Gemma-3-27B,5,6,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998348,0.2981423969999721
Gemma-3-27B,Gemma-3-27B,5,7,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,5,8,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,5,9,5,4.0,4.0,4.8,5.0,5.0,4.56,4.266666666666667,0.0,0.0,0.44721359549995787,0.0,0.0,0.08944271909999128,0.1490711984999863
Gemma-3-27B,Gemma-3-27B,5,10,5,4.0,4.0,4.6,5.0,5.0,4.5200000000000005,4.2,0.0,0.0,0.5477225575051662,0.0,0.0,0.10954451150103288,0.18257418583505525
Gemma-3-27B,Gemma-3-27B,5,11,5,4.7,4.7,5.0,5.0,5.0,4.88,4.8,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998337,0.29814239699997214
Gemma-3-27B,Gemma-3-27B,5,12,5,4.0,3.8,4.0,5.0,4.8,4.32,3.9333333333333327,0.0,0.447213595499958,0.0,0.0,0.44721359549995787,0.17888543819998348,0.14907119849998604
Gemma-3-27B,Gemma-3-27B,5,13,5,3.6,3.4,4.0,5.0,4.4,4.08,3.6666666666666665,0.5477225575051662,0.5477225575051661,0.0,0.0,0.5477225575051662,0.3033150177620625,0.33333333333333354
Gemma-3-27B,Gemma-3-27B,5,14,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,5,15,5,3.8,3.6,3.8,5.0,4.6,4.16,3.733333333333333,0.4472135954999579,0.5477225575051661,0.4472135954999579,0.0,0.5477225575051663,0.3577708763999666,0.43461349368017654
Gemma-3-27B,Gemma-3-27B,5,16,5,4.3,4.3,4.7,5.0,5.0,4.66,4.433333333333333,0.2738612787525831,0.2738612787525831,0.2738612787525831,0.0,0.0,0.05477225575051671,0.09128709291752808
Gemma-3-27B,Gemma-3-27B,5,17,5,4.0,3.8,4.8,5.0,5.0,4.52,4.2,0.0,0.447213595499958,0.44721359549995787,0.0,0.0,0.1788854381999827,0.2981423969999719
Gemma-3-27B,Gemma-3-27B,5,18,5,2.8,2.6,2.6,5.0,3.2,3.2399999999999998,2.666666666666667,1.6431676725154984,1.3416407864998738,1.816590212458495,0.0,1.7888543819998317,1.2992305415129373,1.5811388300841898
Gemma-3-27B,Gemma-3-27B,5,19,5,5.0,4.8,4.8,5.0,5.0,4.92,4.866666666666666,0.0,0.44721359549995787,0.44721359549995787,0.0,0.0,0.17888543819998348,0.2981423969999723
Gemma-3-27B,Gemma-3-27B,5,20,5,4.2,4.2,4.8,5.0,4.8,4.6,4.4,0.4472135954999579,0.4472135954999579,0.44721359549995787,0.0,0.44721359549995787,0.282842712474619,0.365148371670111
Gemma-3-27B,Gemma-3-27B,5,21,5,4.0,4.0,4.2,4.6,5.0,4.36,4.066666666666666,0.0,0.0,0.44721359549995787,0.8944271909999157,0.0,0.21908902300206642,0.14907119849998557
Gemma-3-27B,Gemma-3-27B,5,22,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,5,23,5,4.0,4.2,5.0,5.0,5.0,4.64,4.4,0.0,0.44721359549995787,0.0,0.0,0.0,0.08944271909999141,0.1490711984999864
Gemma-3-27B,Gemma-3-27B,6,0,5,3.2,2.4,2.2,5.0,4.2,3.4,2.5999999999999996,0.447213595499958,0.5477225575051661,0.447213595499958,0.0,0.44721359549995787,0.3464101615137754,0.4346134936801766
Gemma-3-27B,Gemma-3-27B,6,1,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,6,2,5,4.2,4.2,4.4,5.0,5.0,4.5600000000000005,4.266666666666667,0.4472135954999579,0.4472135954999579,0.5477225575051661,0.0,0.0,0.2607680962081056,0.4346134936801766
Gemma-3-27B,Gemma-3-27B,6,3,5,4.0,4.0,4.2,5.0,5.0,4.44,4.066666666666666,0.0,0.0,0.44721359549995804,0.0,0.0,0.08944271909999128,0.14907119849998587
Gemma-3-27B,Gemma-3-27B,6,4,5,4.2,4.2,5.0,5.0,5.0,4.68,4.466666666666667,0.44721359549995787,0.44721359549995787,0.0,0.0,0.0,0.17888543819998348,0.2981423969999722
Gemma-3-27B,Gemma-3-27B,6,5,5,3.6,3.6,4.6,5.0,5.0,4.359999999999999,3.9333333333333327,0.5477225575051662,0.5477225575051662,0.547722557505166,0.0,0.0,0.32863353450309946,0.5477225575051662
Gemma-3-27B,Gemma-3-27B,6,6,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gemma-3-27B,Gemma-3-27B,6,7,5,4.8,4.4,5.0,5.0,5.0,4.84,4.733333333333333,0.4472135954999579,0.5477225575051662,0.0,0.0,0.0,0.16733200530681527,0.27888667551135865
Gemma-3-27B,Gemma-3-27B,6,8,5,2.2,2.2,3.2,5.0,4.4,3.4,2.5333333333333328,0.447213595499958,0.447213595499958,0.447213595499958,0.0,0.547722557505166,0.3464101615137754,0.447213595499958
Gemma-3-27B,Gemma-3-27B,6,9,5,4.0,3.6,4.6,5.0,5.0,4.4399999999999995,4.066666666666666,0.0,0.5477225575051661,0.5477225575051663,0.0,0.0,0.21908902300206623,0.3651483716701106
Llama,Llama_cluster,1,0,5,4.8,4.6,4.8,5.0,5.0,4.84,4.733333333333333,0.44721359549995787,0.5477225575051661,0.44721359549995787,0.0,0.0,0.2607680962081058,0.43461349368017665
Llama,Llama_cluster,1,1,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,1,2,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,1,3,5,5.0,4.8,5.0,5.0,5.0,4.96,4.933333333333334,0.0,0.44721359549995787,0.0,0.0,0.0,0.08944271909999141,0.14907119849998557
Llama,Llama_cluster,1,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,1,5,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,1,6,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,1,7,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,1,8,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,1,9,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,1,10,5,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,2,0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,2,1,5,4.6,4.4,5.0,5.0,5.0,4.8,4.666666666666666,0.5477225575051663,0.5477225575051661,0.0,0.0,0.0,0.20000000000000007,0.3333333333333336
Llama,Llama_cluster,2,2,5,4.8,4.8,5.0,5.0,5.0,4.92,4.866666666666666,0.44721359549995804,0.44721359549995804,0.0,0.0,0.0,0.17888543819998334,0.29814239699997214
Llama,Llama_cluster,2,3,5,3.4,3.2,3.6,5.0,3.8,3.8,3.4,1.51657508881031,1.6431676725154984,1.3416407864998738,0.0,1.0954451150103321,1.104536101718726,1.4794894014114766
Llama,Llama_cluster,2,4,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,2,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,2,6,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,2,7,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
