model,category_id,iteration_number,question_index,question,model_answer,gold_answer,MedGPT1,MedGPT2,MedGPT3,MedGPT4,MedGPT5,MedGPT_overall_score,precision,recall,f1_score,synonyms_precision_dict,synonyms_recall_dict,synonyms_f1_dict,synonyms_precision_snomed,synonyms_recall_snomed,synonyms_f1_snomed,synonyms_precision_wn,synonyms_recall_wn,synonyms_f1_wn,synonyms_lemmatized_precision_dict,synonyms_lemmatized_recall_dict,synonyms_lemmatized_f1_dict,synonyms_lemmatized_precision_snomed,synonyms_lemmatized_recall_snomed,synonyms_lemmatized_f1_snomed,synonyms_lemmatized_precision_wn,synonyms_lemmatized_recall_wn,synonyms_lemmatized_f1_wn
Rephrased Gold Answers,2,1,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857,0.75,0.631578947368421,0.6857142857142857,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857
Rephrased Gold Answers,2,2,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Rephrased Gold Answers,2,2,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Rephrased Gold Answers,2,2,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
Rephrased Gold Answers,2,2,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764,0.4444444444444444,0.5,0.47058823529411764,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764
Rephrased Gold Answers,2,2,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889
Rephrased Gold Answers,2,2,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Rephrased Gold Answers,2,2,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Rephrased Gold Answers,2,2,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665
Rephrased Gold Answers,2,2,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.125,0.16666666666666666,0.14285714285714288,0.125,0.16666666666666666,0.14285714285714288,0.125,0.16666666666666666,0.14285714285714288,0.125,0.16666666666666666,0.14285714285714288,0.125,0.16666666666666666,0.14285714285714288,0.125,0.16666666666666666,0.14285714285714288,0.125,0.16666666666666666,0.14285714285714288
Rephrased Gold Answers,2,2,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,2,2,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666
Rephrased Gold Answers,2,2,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857,0.75,0.631578947368421,0.6857142857142857,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857
Rephrased Gold Answers,2,3,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Rephrased Gold Answers,2,3,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002
Rephrased Gold Answers,2,3,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
Rephrased Gold Answers,2,3,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764,0.4444444444444444,0.5,0.47058823529411764,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764
Rephrased Gold Answers,2,3,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889
Rephrased Gold Answers,2,3,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Rephrased Gold Answers,2,3,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Rephrased Gold Answers,2,3,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665
Rephrased Gold Answers,2,3,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383
Rephrased Gold Answers,2,3,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,2,3,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666
Rephrased Gold Answers,2,3,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857,0.75,0.631578947368421,0.6857142857142857,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857
Rephrased Gold Answers,2,4,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
Rephrased Gold Answers,2,4,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002
Rephrased Gold Answers,2,4,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
Rephrased Gold Answers,2,4,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764,0.4444444444444444,0.5,0.47058823529411764,0.2222222222222222,0.25,0.23529411764705882,0.4444444444444444,0.5,0.47058823529411764
Rephrased Gold Answers,2,4,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889
Rephrased Gold Answers,2,4,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Rephrased Gold Answers,2,4,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Rephrased Gold Answers,2,4,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665
Rephrased Gold Answers,2,4,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383
Rephrased Gold Answers,2,4,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,2,4,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666
Rephrased Gold Answers,2,4,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857,0.75,0.631578947368421,0.6857142857142857,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857
Rephrased Gold Answers,2,5,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
Rephrased Gold Answers,2,5,1,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Rephrased Gold Answers,2,5,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
Rephrased Gold Answers,2,5,3,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.25,0.25,0.25,0.375,0.375,0.375,0.25,0.25,0.25,0.375,0.375,0.375,0.375,0.375,0.375,0.25,0.25,0.25,0.375,0.375,0.375
Rephrased Gold Answers,2,5,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889,0.8,1.0,0.888888888888889
Rephrased Gold Answers,2,5,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Rephrased Gold Answers,2,5,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Rephrased Gold Answers,2,5,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665,0.6,0.75,0.6666666666666665,0.5,0.625,0.5555555555555556,0.6,0.75,0.6666666666666665
Rephrased Gold Answers,2,5,8,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383,0.14285714285714285,0.16666666666666666,0.15384615384615383
Rephrased Gold Answers,2,5,9,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,2,5,10,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.5714285714285714,0.8,0.6666666666666666
Rephrased Gold Answers,2,5,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857,0.75,0.631578947368421,0.6857142857142857,0.6875,0.5789473684210527,0.6285714285714286,0.75,0.631578947368421,0.6857142857142857
Rephrased Gold Answers,3,1,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571
Rephrased Gold Answers,3,1,1,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445
Rephrased Gold Answers,3,1,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Rephrased Gold Answers,3,1,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rephrased Gold Answers,3,1,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rephrased Gold Answers,3,1,5,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Rephrased Gold Answers,3,1,6,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5
Rephrased Gold Answers,3,1,7,,,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rephrased Gold Answers,3,1,8,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.2857142857142857,0.4,0.3333333333333333,0.42857142857142855,0.6,0.5,0.2857142857142857,0.4,0.3333333333333333,0.42857142857142855,0.6,0.5,0.42857142857142855,0.6,0.5,0.2857142857142857,0.4,0.3333333333333333,0.42857142857142855,0.6,0.5
Rephrased Gold Answers,3,1,9,,,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rephrased Gold Answers,3,1,10,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.4444444444444444,0.8,0.5714285714285714,0.4444444444444444,0.8,0.5714285714285714,0.4444444444444444,0.8,0.5714285714285714,0.4444444444444444,0.8,0.5714285714285714,0.4444444444444444,0.8,0.5714285714285714,0.4444444444444444,0.8,0.5714285714285714,0.4444444444444444,0.8,0.5714285714285714
Rephrased Gold Answers,3,1,11,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,3,1,12,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,3,1,13,,,,4.0,4.0,4.0,5.0,5.0,4.4,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575
Rephrased Gold Answers,3,1,14,,,,3.0,3.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5
Rephrased Gold Answers,3,1,15,,,,2.0,2.0,3.0,5.0,4.0,3.2,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575,0.25,0.3333333333333333,0.28571428571428575
Rephrased Gold Answers,3,1,16,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.0
Rephrased Gold Answers,3,1,17,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.3,0.5,0.37499999999999994,0.3,0.5,0.37499999999999994,0.3,0.5,0.37499999999999994,0.3,0.5,0.37499999999999994,0.3,0.5,0.37499999999999994,0.3,0.5,0.37499999999999994,0.3,0.5,0.37499999999999994
Rephrased Gold Answers,3,1,18,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715
Rephrased Gold Answers,3,1,19,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.2,0.25,0.22222222222222224,0.2,0.25,0.22222222222222224,0.2,0.25,0.22222222222222224,0.2,0.25,0.22222222222222224,0.2,0.25,0.22222222222222224,0.2,0.25,0.22222222222222224,0.2,0.25,0.22222222222222224
Rephrased Gold Answers,3,1,20,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.4,0.5,0.4444444444444445,0.0,0.0,0.0,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.0,0.0,0.0,0.4,0.5,0.4444444444444445
Rephrased Gold Answers,3,1,21,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.6666666666666666,0.5714285714285714,0.6153846153846153
Rephrased Gold Answers,3,1,22,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4,0.3333333333333333,0.5,0.4
Rephrased Gold Answers,3,1,23,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.2857142857142857,0.25,0.26666666666666666,0.2857142857142857,0.25,0.26666666666666666,0.2857142857142857,0.25,0.26666666666666666,0.2857142857142857,0.25,0.26666666666666666,0.2857142857142857,0.25,0.26666666666666666,0.2857142857142857,0.25,0.26666666666666666,0.2857142857142857,0.25,0.26666666666666666
Rephrased Gold Answers,3,2,0,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571
Rephrased Gold Answers,3,2,1,,,,4.0,4.0,5.0,5.0,5.0,4.6,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445,0.4,0.5,0.4444444444444445
Rephrased Gold Answers,3,2,2,,,,5.0,5.0,5.0,5.0,5.0,5.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Rephrased Gold Answers,3,2,3,,,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rephrased Gold Answers,3,2,4,,,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
