model,subfolder,category_id,question_index,num_iterations,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std,nlp_model,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_dict_mean,synonyms_precision_dict_std,synonyms_recall_dict_mean,synonyms_recall_dict_std,synonyms_f1_dict_mean,synonyms_f1_dict_std,synonyms_precision_snomed_mean,synonyms_precision_snomed_std,synonyms_recall_snomed_mean,synonyms_recall_snomed_std,synonyms_f1_snomed_mean,synonyms_f1_snomed_std,synonyms_precision_wn_mean,synonyms_precision_wn_std,synonyms_recall_wn_mean,synonyms_recall_wn_std,synonyms_f1_wn_mean,synonyms_f1_wn_std,synonyms_lemmatized_precision_dict_mean,synonyms_lemmatized_precision_dict_std,synonyms_lemmatized_recall_dict_mean,synonyms_lemmatized_recall_dict_std,synonyms_lemmatized_f1_dict_mean,synonyms_lemmatized_f1_dict_std,synonyms_lemmatized_precision_snomed_mean,synonyms_lemmatized_precision_snomed_std,synonyms_lemmatized_recall_snomed_mean,synonyms_lemmatized_recall_snomed_std,synonyms_lemmatized_f1_snomed_mean,synonyms_lemmatized_f1_snomed_std,synonyms_lemmatized_precision_wn_mean,synonyms_lemmatized_precision_wn_std,synonyms_lemmatized_recall_wn_mean,synonyms_lemmatized_recall_wn_std,synonyms_lemmatized_f1_wn_mean,synonyms_lemmatized_f1_wn_std
NVLM,NVLM,4,3,1,3.0,2.0,3.0,5.0,4.0,3.4,2.6666666666666665,,,,,,,,en_core_sci_lg,0.0172413793103448,,0.3333333333333333,,0.0327868852459016,,0.0172413793103448,,0.3333333333333333,,0.0327868852459016,,0.0172413793103448,,0.3333333333333333,,0.0327868852459016,,0.0172413793103448,,0.3333333333333333,,0.0327868852459016,,0.0175438596491228,,0.3333333333333333,,0.0333333333333333,,0.0175438596491228,,0.3333333333333333,,0.0333333333333333,,0.0175438596491228,,0.3333333333333333,,0.0333333333333333,
NVLM,NVLM,4,4,1,3.0,2.0,2.0,5.0,5.0,3.4,2.333333333333333,,,,,,,,en_core_sci_lg,0.0204081632653061,,0.3333333333333333,,0.0384615384615384,,0.0204081632653061,,0.3333333333333333,,0.0384615384615384,,0.0204081632653061,,0.3333333333333333,,0.0384615384615384,,0.0204081632653061,,0.3333333333333333,,0.0384615384615384,,0.0206185567010309,,0.3333333333333333,,0.0388349514563106,,0.0206185567010309,,0.3333333333333333,,0.0388349514563106,,0.0206185567010309,,0.3333333333333333,,0.0388349514563106,
NVLM,NVLM,4,5,1,2.0,1.0,1.0,5.0,3.0,2.4,1.3333333333333333,,,,,,,,en_core_sci_lg,0.0357142857142857,,0.2,,0.0606060606060606,,0.0714285714285714,,0.4,,0.1212121212121212,,0.0357142857142857,,0.2,,0.0606060606060606,,0.0357142857142857,,0.2,,0.0606060606060606,,0.074074074074074,,0.4,,0.125,,0.037037037037037,,0.2,,0.0625,,0.037037037037037,,0.2,,0.0625,
NVLM,NVLM,4,6,1,2.0,1.0,1.0,5.0,5.0,2.8,1.3333333333333333,,,,,,,,en_core_sci_lg,0.0303030303030303,,0.6666666666666666,,0.0579710144927536,,0.0303030303030303,,0.6666666666666666,,0.0579710144927536,,0.0303030303030303,,0.6666666666666666,,0.0579710144927536,,0.0303030303030303,,0.6666666666666666,,0.0579710144927536,,0.032258064516129,,0.6666666666666666,,0.0615384615384615,,0.032258064516129,,0.6666666666666666,,0.0615384615384615,,0.032258064516129,,0.6666666666666666,,0.0615384615384615,
NVLM,NVLM,4,7,1,3.0,2.0,3.0,5.0,4.0,3.4,2.6666666666666665,,,,,,,,en_core_sci_lg,0.0350877192982456,,0.5,,0.0655737704918032,,0.0526315789473684,,0.75,,0.0983606557377049,,0.0350877192982456,,0.5,,0.0655737704918032,,0.0350877192982456,,0.5,,0.0655737704918032,,0.0545454545454545,,0.75,,0.1016949152542372,,0.0545454545454545,,0.75,,0.1016949152542372,,0.0545454545454545,,0.75,,0.1016949152542372,
NVLM,NVLM,4,8,1,4.0,3.0,2.0,5.0,4.0,3.6,3.0,,,,,,,,en_core_sci_lg,0.0181818181818181,,0.5,,0.0350877192982456,,0.0181818181818181,,0.5,,0.0350877192982456,,0.0363636363636363,,1.0,,0.0701754385964912,,0.0181818181818181,,0.5,,0.0350877192982456,,0.0181818181818181,,0.5,,0.0350877192982456,,0.0181818181818181,,0.5,,0.0350877192982456,,0.0181818181818181,,0.5,,0.0350877192982456,
NVLM,NVLM,4,9,1,3.0,2.0,2.0,5.0,4.0,3.2,2.333333333333333,,,,,,,,en_core_sci_lg,0.08,,0.5,,0.1379310344827586,,0.08,,0.5,,0.1379310344827586,,0.08,,0.5,,0.1379310344827586,,0.12,,0.75,,0.2068965517241379,,0.12,,0.75,,0.2068965517241379,,0.12,,0.75,,0.2068965517241379,,0.12,,0.75,,0.2068965517241379,
Claude,Claude,1,0,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1458333333333333,,0.1794871794871795,,0.160919540229885,,0.1458333333333333,,0.1794871794871795,,0.160919540229885,,0.1666666666666666,,0.2051282051282051,,0.1839080459770114,,0.1875,,0.2307692307692307,,0.2068965517241379,,0.1875,,0.2647058823529412,,0.2195121951219512,,0.1875,,0.2647058823529412,,0.2195121951219512,,0.1875,,0.2647058823529412,,0.2195121951219512,
Claude,Claude,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1016949152542373,,0.6,,0.1739130434782608,,0.1186440677966101,,0.7,,0.2028985507246376,,0.1016949152542373,,0.6,,0.1739130434782608,,0.1016949152542373,,0.6,,0.1739130434782608,,0.1186440677966101,,0.7,,0.2028985507246376,,0.1016949152542373,,0.6,,0.1739130434782608,,0.1016949152542373,,0.6,,0.1739130434782608,
Claude,Claude,1,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.087719298245614,,0.4545454545454545,,0.1470588235294117,,0.1052631578947368,,0.5454545454545454,,0.1764705882352941,,0.087719298245614,,0.4545454545454545,,0.1470588235294117,,0.1228070175438596,,0.6363636363636364,,0.2058823529411764,,0.1052631578947368,,0.5454545454545454,,0.1764705882352941,,0.087719298245614,,0.4545454545454545,,0.1470588235294117,,0.1228070175438596,,0.6363636363636364,,0.2058823529411764,
Claude,Claude,1,3,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1666666666666666,,0.25,,0.2,,0.2142857142857142,,0.3214285714285714,,0.2571428571428572,,0.2142857142857142,,0.3214285714285714,,0.2571428571428572,,0.1666666666666666,,0.25,,0.2,,0.238095238095238,,0.3571428571428571,,0.2857142857142857,,0.1904761904761904,,0.2857142857142857,,0.2285714285714285,,0.1666666666666666,,0.25,,0.2,
Claude,Claude,1,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.175438596491228,,0.2439024390243902,,0.2040816326530612,,0.175438596491228,,0.2439024390243902,,0.2040816326530612,,0.175438596491228,,0.2439024390243902,,0.2040816326530612,,0.2105263157894736,,0.2926829268292683,,0.2448979591836734,,0.1929824561403508,,0.275,,0.2268041237113402,,0.1929824561403508,,0.275,,0.2268041237113402,,0.2105263157894736,,0.3,,0.247422680412371,
Claude,Claude,1,5,1,4.0,4.0,5.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1111111111111111,,0.4285714285714285,,0.1764705882352941,,0.1111111111111111,,0.4285714285714285,,0.1764705882352941,,0.1111111111111111,,0.4285714285714285,,0.1764705882352941,,0.1481481481481481,,0.5714285714285714,,0.2352941176470588,,0.1481481481481481,,0.6666666666666666,,0.2424242424242424,,0.1111111111111111,,0.5,,0.1818181818181818,,0.1481481481481481,,0.6666666666666666,,0.2424242424242424,
Claude,Claude,1,6,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0666666666666666,,0.4444444444444444,,0.1159420289855072,,0.0833333333333333,,0.5555555555555556,,0.144927536231884,,0.0666666666666666,,0.4444444444444444,,0.1159420289855072,,0.0833333333333333,,0.5555555555555556,,0.144927536231884,,0.1,,0.6666666666666666,,0.1739130434782609,,0.0833333333333333,,0.5555555555555556,,0.144927536231884,,0.0833333333333333,,0.5555555555555556,,0.144927536231884,
Claude,Claude,1,7,1,5.0,4.0,3.0,5.0,5.0,4.4,4.0,,,,,,,,en_core_sci_lg,0.0697674418604651,,0.6,,0.125,,0.0697674418604651,,0.6,,0.125,,0.0697674418604651,,0.6,,0.125,,0.0930232558139534,,0.8,,0.1666666666666666,,0.1162790697674418,,1.0,,0.2083333333333333,,0.0930232558139534,,0.8,,0.1666666666666666,,0.0930232558139534,,0.8,,0.1666666666666666,
Claude,Claude,1,8,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.2121212121212121,,1.0,,0.35,,0.2121212121212121,,1.0,,0.35,,0.2121212121212121,,1.0,,0.35,,0.2121212121212121,,1.0,,0.35,,0.2121212121212121,,1.0,,0.35,,0.2121212121212121,,1.0,,0.35,,0.2121212121212121,,1.0,,0.35,
Claude,Claude,1,9,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1636363636363636,,0.3103448275862069,,0.2142857142857142,,0.1636363636363636,,0.3103448275862069,,0.2142857142857142,,0.1636363636363636,,0.3103448275862069,,0.2142857142857142,,0.2909090909090909,,0.5517241379310345,,0.3809523809523809,,0.1886792452830188,,0.3448275862068966,,0.2439024390243903,,0.1886792452830188,,0.3448275862068966,,0.2439024390243903,,0.2830188679245283,,0.5172413793103449,,0.3658536585365853,
Claude,Claude,3,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1052631578947368,,0.6666666666666666,,0.1818181818181818,,0.1052631578947368,,0.6666666666666666,,0.1818181818181818,,0.1052631578947368,,0.6666666666666666,,0.1818181818181818,,0.1052631578947368,,0.6666666666666666,,0.1818181818181818,,0.1111111111111111,,0.6666666666666666,,0.1904761904761905,,0.1111111111111111,,0.6666666666666666,,0.1904761904761905,,0.1111111111111111,,0.6666666666666666,,0.1904761904761905,
Claude,Claude,3,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1363636363636363,,0.6,,0.2222222222222221,,0.1363636363636363,,0.6,,0.2222222222222221,,0.1363636363636363,,0.6,,0.2222222222222221,,0.1363636363636363,,0.6,,0.2222222222222221,,0.1363636363636363,,0.6,,0.2222222222222221,,0.1363636363636363,,0.6,,0.2222222222222221,,0.1363636363636363,,0.6,,0.2222222222222221,
Claude,Claude,3,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1351351351351351,,0.7142857142857143,,0.2272727272727272,,0.1351351351351351,,0.7142857142857143,,0.2272727272727272,,0.1351351351351351,,0.7142857142857143,,0.2272727272727272,,0.1351351351351351,,0.7142857142857143,,0.2272727272727272,,0.1351351351351351,,0.7142857142857143,,0.2272727272727272,,0.1351351351351351,,0.7142857142857143,,0.2272727272727272,,0.1351351351351351,,0.7142857142857143,,0.2272727272727272,
Claude,Claude,3,3,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.0566037735849056,,0.75,,0.1052631578947368,,0.0566037735849056,,0.75,,0.1052631578947368,,0.0566037735849056,,0.75,,0.1052631578947368,,0.0566037735849056,,0.75,,0.1052631578947368,,0.0566037735849056,,0.75,,0.1052631578947368,,0.0566037735849056,,0.75,,0.1052631578947368,,0.0566037735849056,,0.75,,0.1052631578947368,
Claude,Claude,3,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.088235294117647,,0.75,,0.1578947368421052,,0.088235294117647,,0.75,,0.1578947368421052,,0.088235294117647,,0.75,,0.1578947368421052,,0.088235294117647,,0.75,,0.1578947368421052,,0.09375,,0.75,,0.1666666666666666,,0.09375,,0.75,,0.1666666666666666,,0.09375,,0.75,,0.1666666666666666,
Claude,Claude,3,5,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0555555555555555,,0.6666666666666666,,0.1025641025641025,,0.0555555555555555,,0.6666666666666666,,0.1025641025641025,,0.0555555555555555,,0.6666666666666666,,0.1025641025641025,,0.0555555555555555,,0.6666666666666666,,0.1025641025641025,,0.0857142857142857,,1.0,,0.1578947368421052,,0.0571428571428571,,0.6666666666666666,,0.1052631578947368,,0.0571428571428571,,0.6666666666666666,,0.1052631578947368,
Claude,Claude,3,6,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1034482758620689,,0.5,,0.1714285714285714,,0.1034482758620689,,0.5,,0.1714285714285714,,0.1034482758620689,,0.5,,0.1714285714285714,,0.1034482758620689,,0.5,,0.1714285714285714,,0.1034482758620689,,0.5,,0.1714285714285714,,0.1034482758620689,,0.5,,0.1714285714285714,,0.1034482758620689,,0.5,,0.1714285714285714,
Claude,Claude,3,7,1,4.0,3.0,3.0,5.0,5.0,4.0,3.333333333333333,,,,,,,,en_core_sci_lg,0.0434782608695652,,0.25,,0.074074074074074,,0.0434782608695652,,0.25,,0.074074074074074,,0.0652173913043478,,0.375,,0.111111111111111,,0.0652173913043478,,0.375,,0.111111111111111,,0.0476190476190476,,0.25,,0.08,,0.0714285714285714,,0.375,,0.12,,0.0714285714285714,,0.375,,0.12,
Claude,Claude,3,8,1,3.0,3.0,4.0,5.0,4.0,3.8,3.333333333333333,,,,,,,,en_core_sci_lg,0.04,,0.3333333333333333,,0.0714285714285714,,0.04,,0.3333333333333333,,0.0714285714285714,,0.04,,0.3333333333333333,,0.0714285714285714,,0.06,,0.5,,0.1071428571428571,,0.0612244897959183,,0.5,,0.1090909090909091,,0.0408163265306122,,0.3333333333333333,,0.0727272727272727,,0.0612244897959183,,0.5,,0.1090909090909091,
Claude,Claude,3,9,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.0416666666666666,,0.6666666666666666,,0.0784313725490196,,0.0416666666666666,,0.6666666666666666,,0.0784313725490196,,0.0416666666666666,,0.6666666666666666,,0.0784313725490196,,0.0416666666666666,,0.6666666666666666,,0.0784313725490196,,0.0425531914893617,,0.6666666666666666,,0.08,,0.0425531914893617,,0.6666666666666666,,0.08,,0.0425531914893617,,0.6666666666666666,,0.08,
Claude,Claude,4,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0465116279069767,,0.4,,0.0833333333333333,,0.0465116279069767,,0.4,,0.0833333333333333,,0.0697674418604651,,0.6,,0.125,,0.0465116279069767,,0.4,,0.0833333333333333,,0.05,,0.4,,0.0888888888888889,,0.075,,0.6,,0.1333333333333333,,0.05,,0.4,,0.0888888888888889,
Claude,Claude,4,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.16,,0.8,,0.2666666666666666,,0.16,,0.8,,0.2666666666666666,,0.16,,0.8,,0.2666666666666666,,0.16,,0.8,,0.2666666666666666,,0.1739130434782608,,0.8,,0.2857142857142857,,0.1739130434782608,,0.8,,0.2857142857142857,,0.1739130434782608,,0.8,,0.2857142857142857,
Claude,Claude,4,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0384615384615384,,0.5,,0.0714285714285714,,0.0384615384615384,,0.5,,0.0714285714285714,,0.0384615384615384,,0.5,,0.0714285714285714,,0.0384615384615384,,0.5,,0.0714285714285714,,0.04,,0.5,,0.074074074074074,,0.04,,0.5,,0.074074074074074,,0.04,,0.5,,0.074074074074074,
Claude,Claude,4,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0434782608695652,,1.0,,0.0833333333333333,,0.0434782608695652,,1.0,,0.0833333333333333,,0.0434782608695652,,1.0,,0.0833333333333333,,0.0434782608695652,,1.0,,0.0833333333333333,,0.0441176470588235,,1.0,,0.0845070422535211,,0.0441176470588235,,1.0,,0.0845070422535211,,0.0441176470588235,,1.0,,0.0845070422535211,
Claude,Claude,4,4,1,3.0,3.0,4.0,5.0,5.0,4.0,3.333333333333333,,,,,,,,en_core_sci_lg,0.0333333333333333,,0.3333333333333333,,0.0606060606060606,,0.0333333333333333,,0.3333333333333333,,0.0606060606060606,,0.0333333333333333,,0.3333333333333333,,0.0606060606060606,,0.05,,0.5,,0.0909090909090909,,0.0338983050847457,,0.3333333333333333,,0.0615384615384615,,0.0338983050847457,,0.3333333333333333,,0.0615384615384615,,0.0508474576271186,,0.5,,0.0923076923076923,
Claude,Claude,4,5,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1470588235294117,,1.0,,0.2564102564102564,,0.1470588235294117,,1.0,,0.2564102564102564,,0.1470588235294117,,1.0,,0.2564102564102564,,0.1470588235294117,,1.0,,0.2564102564102564,,0.1470588235294117,,1.0,,0.2564102564102564,,0.1470588235294117,,1.0,,0.2564102564102564,,0.1470588235294117,,1.0,,0.2564102564102564,
Claude,Claude,4,6,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.0612244897959183,,1.0,,0.1153846153846153,,0.0612244897959183,,1.0,,0.1153846153846153,,0.0612244897959183,,1.0,,0.1153846153846153,,0.0612244897959183,,1.0,,0.1153846153846153,,0.0625,,1.0,,0.1176470588235294,,0.0625,,1.0,,0.1176470588235294,,0.0625,,1.0,,0.1176470588235294,
Claude,Claude,4,7,1,4.0,3.0,4.0,5.0,5.0,4.2,3.6666666666666665,,,,,,,,en_core_sci_lg,0.0263157894736842,,0.25,,0.0476190476190476,,0.0526315789473684,,0.5,,0.0952380952380952,,0.0263157894736842,,0.25,,0.0476190476190476,,0.0263157894736842,,0.25,,0.0476190476190476,,0.0526315789473684,,0.5,,0.0952380952380952,,0.0526315789473684,,0.5,,0.0952380952380952,,0.0526315789473684,,0.5,,0.0952380952380952,
Claude,Claude,4,8,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.032258064516129,,1.0,,0.0625,,0.032258064516129,,1.0,,0.0625,,0.032258064516129,,1.0,,0.0625,,0.032258064516129,,1.0,,0.0625,,0.0333333333333333,,1.0,,0.064516129032258,,0.0333333333333333,,1.0,,0.064516129032258,,0.0333333333333333,,1.0,,0.064516129032258,
Claude,Claude,4,9,1,4.0,3.0,3.0,5.0,5.0,4.0,3.333333333333333,,,,,,,,en_core_sci_lg,0.0681818181818181,,0.75,,0.125,,0.0681818181818181,,0.75,,0.125,,0.0681818181818181,,0.75,,0.125,,0.0681818181818181,,0.75,,0.125,,0.0681818181818181,,0.75,,0.125,,0.0681818181818181,,0.75,,0.125,,0.0681818181818181,,0.75,,0.125,
Llama,Llama_api,1,0,1,4.0,3.0,3.0,5.0,5.0,4.0,3.333333333333333,,,,,,,,en_core_sci_lg,0.1276595744680851,,0.3076923076923077,,0.1804511278195489,,0.1276595744680851,,0.3076923076923077,,0.1804511278195489,,0.1276595744680851,,0.3076923076923077,,0.1804511278195489,,0.1382978723404255,,0.3333333333333333,,0.1954887218045113,,0.1521739130434782,,0.4117647058823529,,0.2222222222222222,,0.1413043478260869,,0.3823529411764705,,0.2063492063492063,,0.1413043478260869,,0.3823529411764705,,0.2063492063492063,
Llama,Llama_api,1,1,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.073170731707317,,0.6,,0.1304347826086956,,0.073170731707317,,0.6,,0.1304347826086956,,0.073170731707317,,0.6,,0.1304347826086956,,0.073170731707317,,0.6,,0.1304347826086956,,0.0759493670886076,,0.6,,0.1348314606741573,,0.0759493670886076,,0.6,,0.1348314606741573,,0.0759493670886076,,0.6,,0.1348314606741573,
Llama,Llama_api,1,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0857142857142857,,0.5454545454545454,,0.1481481481481481,,0.1,,0.6363636363636364,,0.1728395061728395,,0.0857142857142857,,0.5454545454545454,,0.1481481481481481,,0.1142857142857142,,0.7272727272727273,,0.1975308641975308,,0.1142857142857142,,0.7272727272727273,,0.1975308641975308,,0.0857142857142857,,0.5454545454545454,,0.1481481481481481,,0.1142857142857142,,0.7272727272727273,,0.1975308641975308,
Llama,Llama_api,1,3,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.0833333333333333,,0.3214285714285714,,0.1323529411764706,,0.0833333333333333,,0.3214285714285714,,0.1323529411764706,,0.0833333333333333,,0.3214285714285714,,0.1323529411764706,,0.0833333333333333,,0.3214285714285714,,0.1323529411764706,,0.116504854368932,,0.4285714285714285,,0.183206106870229,,0.0970873786407767,,0.3571428571428571,,0.1526717557251908,,0.0970873786407767,,0.3571428571428571,,0.1526717557251908,
Llama,Llama_api,1,4,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.1666666666666666,,0.3414634146341463,,0.224,,0.1666666666666666,,0.3414634146341463,,0.224,,0.1666666666666666,,0.3414634146341463,,0.224,,0.1785714285714285,,0.3658536585365853,,0.24,,0.1728395061728395,,0.35,,0.2314049586776859,,0.1728395061728395,,0.35,,0.2314049586776859,,0.1728395061728395,,0.35,,0.2314049586776859,
Llama,Llama_api,1,5,1,4.0,3.0,4.0,5.0,5.0,4.2,3.6666666666666665,,,,,,,,en_core_sci_lg,0.0697674418604651,,0.4285714285714285,,0.12,,0.0697674418604651,,0.4285714285714285,,0.12,,0.0697674418604651,,0.4285714285714285,,0.12,,0.0930232558139534,,0.5714285714285714,,0.16,,0.0952380952380952,,0.6666666666666666,,0.1666666666666666,,0.0952380952380952,,0.6666666666666666,,0.1666666666666666,,0.0952380952380952,,0.6666666666666666,,0.1666666666666666,
Llama,Llama_api,1,6,1,5.0,4.0,5.0,5.0,5.0,4.8,4.666666666666667,,,,,,,,en_core_sci_lg,0.0769230769230769,,0.6666666666666666,,0.1379310344827586,,0.0897435897435897,,0.7777777777777778,,0.160919540229885,,0.0769230769230769,,0.6666666666666666,,0.1379310344827586,,0.1025641025641025,,0.8888888888888888,,0.1839080459770115,,0.125,,1.0,,0.2222222222222222,,0.0972222222222222,,0.7777777777777778,,0.1728395061728395,,0.1111111111111111,,0.8888888888888888,,0.1975308641975308,
Llama,Llama_api,1,7,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.0612244897959183,,0.6,,0.1111111111111111,,0.0612244897959183,,0.6,,0.1111111111111111,,0.0612244897959183,,0.6,,0.1111111111111111,,0.0612244897959183,,0.6,,0.1111111111111111,,0.0851063829787234,,0.8,,0.1538461538461538,,0.0638297872340425,,0.6,,0.1153846153846153,,0.0638297872340425,,0.6,,0.1153846153846153,
Llama,Llama_api,1,8,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0789473684210526,,0.8571428571428571,,0.144578313253012,,0.0789473684210526,,0.8571428571428571,,0.144578313253012,,0.0789473684210526,,0.8571428571428571,,0.144578313253012,,0.0789473684210526,,0.8571428571428571,,0.144578313253012,,0.0845070422535211,,0.8571428571428571,,0.1538461538461538,,0.0845070422535211,,0.8571428571428571,,0.1538461538461538,,0.0845070422535211,,0.8571428571428571,,0.1538461538461538,
Llama,Llama_api,1,9,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.1818181818181818,,0.5517241379310345,,0.2735042735042735,,0.1818181818181818,,0.5517241379310345,,0.2735042735042735,,0.1818181818181818,,0.5517241379310345,,0.2735042735042735,,0.1818181818181818,,0.5517241379310345,,0.2735042735042735,,0.1976744186046511,,0.5862068965517241,,0.2956521739130434,,0.1860465116279069,,0.5517241379310345,,0.2782608695652174,,0.1976744186046511,,0.5862068965517241,,0.2956521739130434,
Llama,Llama_api,1,10,1,5.0,4.0,5.0,5.0,5.0,4.8,4.666666666666667,,,,,,,,en_core_sci_lg,0.2232142857142857,,0.390625,,0.2840909090909091,,0.2410714285714285,,0.421875,,0.3068181818181817,,0.2232142857142857,,0.390625,,0.2840909090909091,,0.2678571428571428,,0.46875,,0.3409090909090909,,0.3047619047619048,,0.5,,0.378698224852071,,0.2857142857142857,,0.46875,,0.3550295857988165,,0.2857142857142857,,0.46875,,0.3550295857988165,
Llama,Llama_api,3,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0508474576271186,,0.5,,0.0923076923076923,,0.0508474576271186,,0.5,,0.0923076923076923,,0.0508474576271186,,0.5,,0.0923076923076923,,0.0508474576271186,,0.5,,0.0923076923076923,,0.0517241379310344,,0.5,,0.09375,,0.0517241379310344,,0.5,,0.09375,,0.0517241379310344,,0.5,,0.09375,
Llama,Llama_api,3,1,1,4.0,3.0,3.0,5.0,5.0,4.0,3.333333333333333,,,,,,,,en_core_sci_lg,0.131578947368421,,1.0,,0.2325581395348837,,0.131578947368421,,1.0,,0.2325581395348837,,0.131578947368421,,1.0,,0.2325581395348837,,0.131578947368421,,1.0,,0.2325581395348837,,0.1388888888888889,,1.0,,0.2439024390243902,,0.1388888888888889,,1.0,,0.2439024390243902,,0.1388888888888889,,1.0,,0.2439024390243902,
Llama,Llama_api,3,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.0701754385964912,,0.5714285714285714,,0.125,,0.0701754385964912,,0.5714285714285714,,0.125,,0.0701754385964912,,0.5714285714285714,,0.125,,0.0701754385964912,,0.5714285714285714,,0.125,,0.0714285714285714,,0.5714285714285714,,0.1269841269841269,,0.0714285714285714,,0.5714285714285714,,0.1269841269841269,,0.0714285714285714,,0.5714285714285714,,0.1269841269841269,
Llama,Llama_api,3,3,1,5.0,4.0,4.0,5.0,5.0,4.6,4.333333333333333,,,,,,,,en_core_sci_lg,0.0422535211267605,,0.75,,0.08,,0.0422535211267605,,0.75,,0.08,,0.0422535211267605,,0.75,,0.08,,0.0422535211267605,,0.75,,0.08,,0.0441176470588235,,0.75,,0.0833333333333333,,0.0441176470588235,,0.75,,0.0833333333333333,,0.0441176470588235,,0.75,,0.0833333333333333,
Llama,Llama_api,3,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,en_core_sci_lg,0.09375,,0.75,,0.1666666666666666,,0.09375,,0.75,,0.1666666666666666,,0.09375,,0.75,,0.1666666666666666,,0.09375,,0.75,,0.1666666666666666,,0.1333333333333333,,1.0,,0.2352941176470588,,0.1,,0.75,,0.1764705882352941,,0.1,,0.75,,0.1764705882352941,
Llama,Llama_api,3,5,1,5.0,5.0,4.0,5.0,5.0,4.8,4.666666666666667,,,,,,,,en_core_sci_lg,0.048780487804878,,0.6666666666666666,,0.0909090909090909,,0.048780487804878,,0.6666666666666666,,0.0909090909090909,,0.048780487804878,,0.6666666666666666,,0.0909090909090909,,0.048780487804878,,0.6666666666666666,,0.0909090909090909,,0.05,,0.6666666666666666,,0.0930232558139534,,0.05,,0.6666666666666666,,0.0930232558139534,,0.05,,0.6666666666666666,,0.0930232558139534,
