model,subfolder,category_id,question_index,num_iterations,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std
Llama,Llama_cluster,1,7,3,80.0,70.0,80.0,100.0,100.0,86.0,76.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,1,8,3,95.0,90.0,91.66666666666667,100.0,100.0,95.33333333333333,92.22222222222223,0.0,0.0,7.637626158259735,0.0,0.0,1.5275252316519452,2.5458753860865757
Llama,Llama_cluster,1,9,3,90.0,85.0,90.0,100.0,96.66666666666667,92.33333333333333,88.33333333333333,0.0,0.0,0.0,0.0,2.88675134594813,0.5773502691896247,0.0
Llama,Llama_cluster,1,10,3,76.66666666666667,68.33333333333333,76.66666666666667,100.0,86.66666666666667,81.66666666666667,73.8888888888889,7.637626158259734,7.637626158259734,5.773502691896256,0.0,5.773502691896256,5.131601439446884,6.735753140545634
Llama,Llama_cluster,2,0,3,40.0,30.0,20.0,100.0,73.33333333333333,52.666666666666664,30.0,0.0,0.0,0.0,0.0,11.547005383792513,2.309401076758502,0.0
Llama,Llama_cluster,2,1,3,40.0,30.0,20.0,100.0,80.0,54.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,2,2,3,71.66666666666667,60.0,80.0,100.0,93.33333333333333,81.0,70.55555555555556,10.408329997330666,10.0,10.0,0.0,5.773502691896256,7.0,10.04618962223618
Llama,Llama_cluster,2,3,3,53.333333333333336,43.333333333333336,63.333333333333336,100.0,83.33333333333333,68.66666666666667,53.333333333333336,11.547005383792515,11.547005383792515,11.547005383792515,0.0,5.77350269189626,7.571877794400364,11.547005383792515
Llama,Llama_cluster,2,4,3,60.0,50.0,60.0,100.0,86.66666666666667,71.33333333333333,56.666666666666664,0.0,0.0,17.320508075688775,0.0,5.77350269189626,4.618802153517004,5.773502691896256
Llama,Llama_cluster,2,5,3,26.666666666666668,23.333333333333332,33.333333333333336,100.0,93.33333333333333,55.333333333333336,27.777777777777782,11.547005383792515,11.547005383792516,20.816659994661325,0.0,11.547005383792516,8.08290376865476,13.471506281091267
Llama,Llama_cluster,2,6,3,40.0,36.666666666666664,60.0,100.0,100.0,67.33333333333333,45.55555555555555,0.0,11.547005383792515,17.320508075688775,0.0,0.0,5.773502691896256,9.622504486493757
Llama,Llama_cluster,2,7,3,20.0,13.333333333333334,13.333333333333334,100.0,100.0,49.333333333333336,15.555555555555557,0.0,5.773502691896258,5.773502691896258,0.0,0.0,2.3094010767585034,3.8490017945975046
Llama,Llama_cluster,2,8,3,40.0,30.0,50.0,100.0,100.0,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,2,9,3,40.0,30.0,50.0,100.0,80.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,3,0,3,95.0,90.0,96.66666666666667,100.0,98.33333333333333,96.0,93.8888888888889,0.0,0.0,5.773502691896256,0.0,2.88675134594813,1.7320508075688772,1.9245008972987405
Llama,Llama_cluster,3,1,3,93.33333333333333,80.0,90.0,100.0,100.0,92.66666666666667,87.77777777777779,5.773502691896256,0.0,0.0,0.0,0.0,1.1547005383792526,1.9245008972987487
Llama,Llama_cluster,3,2,3,80.33333333333333,60.0,80.0,100.0,100.0,84.06666666666666,73.44444444444444,0.5773502691896247,0.0,0.0,0.0,0.0,0.11547005383792781,0.19245008972988073
Llama,Llama_cluster,3,3,3,85.0,78.33333333333333,86.66666666666667,100.0,93.33333333333333,88.66666666666667,83.33333333333333,5.0,7.637626158259732,5.77350269189626,0.0,2.886751345948127,4.163331998932267,6.009252125773306
Llama,Llama_cluster,3,4,3,78.33333333333333,66.66666666666667,80.0,100.0,100.0,85.0,75.0,17.559422921421234,20.816659994661325,10.0,0.0,0.0,9.539392014169456,15.89898669028244
Llama,Llama_cluster,3,5,3,95.0,88.33333333333333,95.0,100.0,98.33333333333333,95.33333333333333,92.77777777777777,5.0,2.886751345948127,5.0,0.0,2.886751345948127,2.081665999466131,2.5458753860865757
Llama,Llama_cluster,3,6,3,80.0,71.66666666666667,83.33333333333333,100.0,90.0,85.0,78.33333333333333,0.0,2.88675134594813,5.773502691896256,0.0,0.0,1.7320508075688772,2.88675134594813
Llama,Llama_cluster,3,7,3,91.66666666666667,83.33333333333333,88.33333333333333,100.0,100.0,92.66666666666667,87.77777777777779,2.886751345948127,5.77350269189626,2.88675134594813,0.0,0.0,2.081665999466131,3.4694433324435616
Llama,Llama_cluster,3,8,3,60.0,50.0,70.0,100.0,80.0,72.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,3,9,3,91.66666666666667,85.0,95.0,100.0,100.0,94.33333333333333,90.55555555555556,2.88675134594813,5.0,5.0,0.0,0.0,2.516611478423582,4.194352464039303
Llama,Llama_cluster,3,10,3,85.0,78.33333333333333,86.66666666666667,100.0,90.0,88.0,83.33333333333333,0.0,2.88675134594813,5.773502691896256,0.0,0.0,1.7320508075688772,2.88675134594813
Llama,Llama_cluster,3,11,3,85.0,78.33333333333333,90.0,100.0,95.0,89.66666666666667,84.44444444444444,0.0,2.88675134594813,0.0,0.0,0.0,0.5773502691896247,0.9622504486493831
Llama,Llama_cluster,4,0,3,60.0,40.0,46.666666666666664,100.0,60.0,61.333333333333336,48.888888888888886,0.0,0.0,5.773502691896256,0.0,0.0,1.1547005383792526,1.924500897298758
Llama,Llama_cluster,4,1,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,4,2,3,70.0,56.666666666666664,71.66666666666667,100.0,76.66666666666667,75.0,66.1111111111111,10.0,15.275252316519468,18.92969448600091,0.0,15.275252316519465,11.789826122551595,14.561491580090172
Llama,Llama_cluster,4,3,2,70.5,65.0,70.0,100.0,90.0,79.1,68.5,41.71930009000631,49.49747468305833,42.42640687119285,0.0,14.142135623730951,29.557063453597692,44.54772721475249
Llama,Llama_cluster,4,4,3,53.333333333333336,36.666666666666664,50.0,100.0,80.0,64.0,46.666666666666664,11.547005383792516,5.773502691896256,0.0,0.0,0.0,3.4641016151377544,5.773502691896256
Llama,Llama_cluster,4,5,3,66.66666666666667,53.333333333333336,60.0,100.0,80.0,72.0,60.0,11.547005383792516,5.773502691896258,17.320508075688775,0.0,0.0,6.0,10.0
Llama,Llama_cluster,4,6,3,86.66666666666667,73.33333333333333,73.33333333333333,100.0,88.33333333333333,84.33333333333333,77.77777777777779,5.773502691896256,11.547005383792516,12.583057392117917,0.0,7.637626158259734,7.3711147958319945,9.765775461803859
Llama,Llama_cluster,4,7,3,53.333333333333336,36.666666666666664,53.333333333333336,100.0,76.66666666666667,64.0,47.77777777777778,11.547005383792515,5.773502691896258,5.773502691896256,0.0,5.773502691896256,5.291502622129181,6.938886664887111
Llama,Llama_cluster,4,8,3,95.0,88.33333333333333,90.0,100.0,98.33333333333333,94.33333333333333,91.11111111111113,0.0,2.886751345948127,0.0,0.0,2.886751345948127,1.1547005383792495,0.9622504486493892
Llama,Llama_cluster,4,9,3,83.33333333333333,66.66666666666667,80.0,100.0,93.33333333333333,84.66666666666667,76.66666666666667,5.773502691896256,11.547005383792516,10.0,0.0,5.773502691896256,5.033222956847168,8.819171036881974
Llama,Llama_cluster,5,0,3,80.0,68.33333333333333,78.33333333333333,100.0,86.66666666666667,82.66666666666667,75.55555555555556,5.0,7.637626158259735,7.637626158259734,0.0,5.773502691896256,4.932882862316246,6.309898162000304
Llama,Llama_cluster,5,1,3,73.33333333333333,70.0,86.66666666666667,100.0,90.0,84.0,76.66666666666667,23.09401076758503,20.0,11.547005383792516,0.0,10.0,12.489995996796797,17.638342073763948
Llama,Llama_cluster,5,2,3,60.0,63.333333333333336,80.0,100.0,90.0,78.66666666666667,67.77777777777779,0.0,11.547005383792515,0.0,0.0,0.0,2.309401076758502,3.8490017945975032
Llama,Llama_cluster,5,3,3,93.33333333333333,88.33333333333333,96.66666666666667,100.0,100.0,95.66666666666667,92.77777777777777,11.547005383792516,11.547005383792516,5.773502691896256,0.0,0.0,5.773502691896256,9.622504486493744
Llama,Llama_cluster,5,4,3,93.33333333333333,88.33333333333333,96.66666666666667,100.0,98.33333333333333,95.33333333333333,92.77777777777777,2.88675134594813,2.88675134594813,5.773502691896256,0.0,2.88675134594813,2.88675134594813,3.8490017945975126
Llama,Llama_cluster,5,5,3,81.66666666666667,71.66666666666667,83.33333333333333,100.0,90.0,85.33333333333333,78.88888888888889,2.88675134594813,2.88675134594813,2.88675134594813,0.0,0.0,0.5773502691896247,0.9622504486493749
Llama,Llama_cluster,5,6,3,68.33333333333333,51.666666666666664,63.333333333333336,100.0,75.0,71.66666666666667,61.11111111111111,14.433756729740644,20.207259421636902,23.094010767585033,0.0,18.027756377319946,15.044378795195678,19.245008972987524
Llama,Llama_cluster,5,7,3,95.0,90.0,96.66666666666667,100.0,98.33333333333333,96.0,93.88888888888887,5.0,5.0,5.773502691896256,0.0,2.88675134594813,3.605551275463989,5.091750772173152
Llama,Llama_cluster,5,8,3,85.0,86.66666666666667,88.33333333333333,100.0,95.0,91.0,86.66666666666667,0.0,5.773502691896256,7.637626158259732,0.0,0.0,1.7320508075688772,2.88675134594813
Llama,Llama_cluster,5,9,3,66.66666666666667,53.333333333333336,66.66666666666667,100.0,60.0,69.33333333333333,62.22222222222223,23.09401076758503,20.816659994661325,15.275252316519467,0.0,20.0,15.534906930308058,19.53155092360772
Llama,Llama_cluster,5,10,3,80.0,73.33333333333333,83.33333333333333,100.0,90.0,85.33333333333333,78.88888888888889,17.320508075688775,20.207259421636902,11.547005383792516,0.0,8.660254037844387,11.547005383792516,16.358257627039396
Llama,Llama_cluster,6,0,3,53.333333333333336,36.666666666666664,53.333333333333336,100.0,66.66666666666667,62.0,47.77777777777778,11.547005383792515,5.773502691896258,5.773502691896256,0.0,11.547005383792516,5.291502622129181,6.938886664887111
Llama,Llama_cluster,6,1,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama,Llama_cluster,6,2,3,71.66666666666667,56.666666666666664,76.66666666666667,100.0,90.0,79.0,68.33333333333333,10.408329997330663,5.773502691896258,5.773502691896256,0.0,10.0,6.244997998398398,7.264831572567787
Llama,Llama_cluster,6,3,2,50.5,35.0,45.0,100.0,70.0,60.1,43.5,13.435028842544403,7.0710678118654755,7.0710678118654755,0.0,14.142135623730951,8.343860018001259,9.192388155425117
Llama,Llama_cluster,6,4,3,53.333333333333336,36.666666666666664,50.0,100.0,76.66666666666667,63.333333333333336,46.666666666666664,11.547005383792515,5.773502691896258,0.0,0.0,5.773502691896256,4.618802153517006,5.773502691896258
Llama,Llama_cluster,6,5,3,66.66666666666667,50.0,66.66666666666667,100.0,83.33333333333333,73.33333333333333,61.111111111111114,11.547005383792516,10.0,5.773502691896256,0.0,5.773502691896256,6.110100926607786,8.388704928078612
Llama,Llama_cluster,6,6,3,76.66666666666667,60.0,63.333333333333336,100.0,76.66666666666667,75.33333333333333,66.66666666666667,5.77350269189626,0.0,11.547005383792516,0.0,5.77350269189626,4.618802153517004,5.77350269189626
Llama,Llama_cluster,6,7,3,40.0,26.666666666666668,36.666666666666664,100.0,53.333333333333336,51.333333333333336,34.44444444444445,20.0,15.275252316519467,23.094010767585033,0.0,37.859388972001824,18.90326250501043,18.954135676924423
Llama,Llama_cluster,6,8,3,95.0,90.0,93.33333333333333,100.0,100.0,95.66666666666667,92.77777777777779,0.0,0.0,5.773502691896256,0.0,0.0,1.1547005383792526,1.9245008972987405
Llama,Llama_cluster,6,9,3,80.33333333333333,68.33333333333333,81.66666666666667,100.0,88.33333333333333,83.73333333333333,76.77777777777777,0.5773502691896247,7.637626158259732,10.408329997330666,0.0,7.637626158259732,5.216640042530569,6.149375156454091
Med42,Med42,1,0,3,85.0,81.66666666666667,75.0,81.66666666666667,81.66666666666667,81.0,80.55555555555556,0.0,7.637626158259734,5.0,7.637626158259732,2.88675134594813,2.6457513110645907,4.194352464039307
Med42,Med42,1,1,3,65.0,53.333333333333336,50.0,100.0,83.33333333333333,70.33333333333333,56.11111111111111,8.660254037844387,5.773502691896256,17.320508075688775,0.0,5.77350269189626,7.505553499465137,10.584754935143136
Med42,Med42,1,2,3,90.0,85.0,90.0,100.0,95.0,92.0,88.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,1,3,3,73.33333333333333,66.66666666666667,60.0,100.0,81.66666666666667,76.33333333333333,66.66666666666667,2.886751345948127,5.77350269189626,8.660254037844387,0.0,2.88675134594813,3.78593889720018,5.77350269189626
Med42,Med42,1,4,3,81.66666666666667,76.66666666666667,86.66666666666667,100.0,90.0,87.0,81.66666666666667,2.886751345948127,2.886751345948127,2.886751345948127,0.0,0.0,1.7320508075688772,2.886751345948127
Med42,Med42,1,5,3,40.0,30.0,40.0,100.0,63.333333333333336,54.666666666666664,36.666666666666664,0.0,0.0,17.320508075688775,0.0,11.547005383792515,5.773502691896258,5.773502691896258
Med42,Med42,1,6,3,83.33333333333333,78.33333333333333,90.0,100.0,95.0,89.33333333333333,83.8888888888889,2.88675134594813,2.88675134594813,0.0,0.0,0.0,1.1547005383792526,1.9245008972987436
Med42,Med42,1,7,3,80.0,70.0,81.66666666666667,100.0,93.33333333333333,85.0,77.22222222222223,0.0,0.0,2.88675134594813,0.0,5.773502691896256,1.0,0.9622504486493718
Med42,Med42,1,8,3,90.0,85.0,90.0,100.0,95.0,92.0,88.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,1,9,3,81.0,75.0,85.0,100.0,90.0,86.2,80.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,1,10,3,85.0,80.0,75.0,90.0,95.0,85.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,2,0,3,40.0,30.0,20.0,100.0,80.0,54.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,2,1,3,20.0,10.0,10.0,100.0,100.0,48.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,2,2,3,60.0,50.0,70.0,100.0,80.0,72.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,2,3,3,53.333333333333336,43.333333333333336,63.333333333333336,100.0,86.66666666666667,69.33333333333333,53.333333333333336,11.547005383792515,11.547005383792515,11.547005383792515,0.0,5.773502691896256,8.082903768654761,11.547005383792515
Med42,Med42,2,4,3,60.0,50.0,70.0,100.0,80.0,72.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,2,5,3,40.0,30.0,50.0,100.0,86.66666666666667,61.333333333333336,40.0,0.0,0.0,0.0,0.0,11.547005383792513,2.309401076758502,0.0
Med42,Med42,2,6,3,60.0,56.666666666666664,73.33333333333333,100.0,90.0,76.0,63.333333333333336,0.0,11.547005383792515,5.773502691896256,0.0,0.0,3.4641016151377544,5.773502691896258
Med42,Med42,2,7,3,20.0,10.0,10.0,100.0,100.0,48.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,2,8,3,20.0,10.0,10.0,100.0,100.0,48.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,2,9,3,40.0,30.0,50.0,100.0,80.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,3,0,3,82.0,80.0,90.0,100.0,93.33333333333333,89.06666666666666,84.0,2.6457513110645907,8.660254037844387,5.0,0.0,2.88675134594813,3.579571668975682,5.291502622129181
Med42,Med42,3,1,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,3,2,3,80.0,71.66666666666667,80.0,100.0,90.0,84.33333333333333,77.22222222222223,0.0,2.88675134594813,5.0,0.0,0.0,1.5275252316519463,2.5458753860865775
Med42,Med42,3,3,3,40.0,26.666666666666668,20.0,100.0,20.0,41.333333333333336,28.88888888888889,0.0,5.773502691896257,0.0,0.0,0.0,1.154700538379251,1.9245008972987523
Med42,Med42,3,4,3,26.666666666666668,13.333333333333334,13.333333333333334,100.0,40.0,38.666666666666664,17.77777777777778,11.547005383792516,5.773502691896258,5.773502691896258,0.0,51.96152422706632,15.01110699893027,7.69800358919501
Med42,Med42,3,6,3,40.666666666666664,33.333333333333336,53.333333333333336,100.0,70.0,59.46666666666667,42.44444444444445,0.5773502691896247,5.773502691896258,5.773502691896258,0.0,10.0,4.244211744639203,3.9487456986481937
Med42,Med42,3,7,3,80.66666666666667,73.33333333333333,90.0,100.0,93.33333333333333,87.46666666666665,81.33333333333333,0.5773502691896278,2.886751345948127,0.0,0.0,2.886751345948127,1.2701705922171784,1.1547005383792495
Med42,Med42,3,8,3,54.0,40.0,56.666666666666664,93.33333333333333,60.0,60.800000000000004,50.22222222222222,11.269427669584644,0.0,5.773502691896256,11.547005383792513,0.0,3.143246729100344,3.338884266959266
Med42,Med42,3,9,3,95.0,90.0,100.0,100.0,100.0,97.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,3,10,3,36.666666666666664,26.666666666666668,36.666666666666664,100.0,60.0,52.0,33.33333333333333,5.773502691896256,5.773502691896258,15.275252316519467,0.0,17.320508075688775,8.0,8.81917103688197
Med42,Med42,3,11,3,85.0,80.0,90.0,100.0,95.0,90.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,4,0,3,33.333333333333336,16.666666666666668,16.666666666666668,100.0,33.333333333333336,40.0,22.222222222222225,11.547005383792515,5.773502691896257,5.773502691896257,0.0,11.547005383792515,6.928203230275509,7.698003589195012
Med42,Med42,4,1,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,4,2,3,20.0,10.0,10.0,100.0,10.0,30.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,4,3,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,4,4,2,40.5,30.0,45.0,100.0,60.0,55.1,38.5,0.7071067811865476,0.0,7.0710678118654755,0.0,0.0,1.5556349186104066,2.59272486435068
Med42,Med42,4,5,3,80.0,70.0,80.0,100.0,90.0,84.0,76.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,4,6,3,40.0,20.0,20.0,100.0,20.0,40.0,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,4,7,3,20.0,10.0,10.0,100.0,10.0,30.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,4,8,3,98.33333333333333,93.33333333333333,96.66666666666667,100.0,100.0,97.66666666666667,96.1111111111111,2.88675134594813,2.88675134594813,5.773502691896256,0.0,0.0,2.309401076758502,3.849001794597484
Med42,Med42,4,9,3,60.0,40.0,60.0,100.0,80.0,68.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,5,0,3,85.0,80.0,90.0,100.0,88.33333333333333,88.66666666666667,85.0,0.0,0.0,0.0,0.0,2.886751345948127,0.5773502691896278,0.0
Med42,Med42,5,1,3,40.0,30.0,50.0,100.0,60.0,56.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,5,2,3,53.333333333333336,60.0,76.66666666666667,100.0,83.33333333333333,74.66666666666667,63.333333333333336,11.547005383792516,10.0,5.773502691896256,0.0,5.773502691896256,4.618802153517007,5.773502691896258
Med42,Med42,5,3,3,100.0,91.66666666666667,91.66666666666667,100.0,100.0,96.66666666666667,94.44444444444444,0.0,2.886751345948127,2.886751345948127,0.0,0.0,1.1547005383792495,1.9245008972987725
Med42,Med42,5,4,3,95.0,90.0,100.0,100.0,100.0,97.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,5,5,3,86.66666666666667,81.66666666666667,91.66666666666667,100.0,95.0,91.0,86.66666666666667,2.886751345948127,2.886751345948127,2.886751345948127,0.0,0.0,1.7320508075688772,2.886751345948127
Med42,Med42,5,6,3,40.0,30.0,20.0,93.33333333333333,50.0,46.666666666666664,30.0,0.0,0.0,0.0,11.547005383792513,0.0,2.309401076758502,0.0
Med42,Med42,5,7,3,83.66666666666667,80.0,90.0,100.0,96.66666666666667,90.06666666666666,84.55555555555556,2.309401076758502,0.0,0.0,0.0,2.88675134594813,0.11547005383792167,0.7698003589194942
Med42,Med42,5,8,3,80.0,90.0,80.0,100.0,93.33333333333333,88.66666666666667,83.33333333333333,0.0,0.0,8.660254037844387,0.0,2.88675134594813,2.309401076758502,2.88675134594813
Med42,Med42,5,9,3,73.33333333333333,70.0,81.66666666666667,100.0,80.0,81.0,75.0,11.547005383792513,0.0,2.88675134594813,0.0,0.0,2.6457513110645907,4.409585518440983
Med42,Med42,5,10,3,86.66666666666667,81.66666666666667,91.66666666666667,100.0,91.66666666666667,90.33333333333333,86.66666666666667,2.886751345948127,2.886751345948127,2.886751345948127,0.0,2.886751345948127,2.309401076758505,2.886751345948127
Med42,Med42,6,0,3,20.0,10.0,10.0,100.0,10.0,30.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,6,1,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,6,2,2,41.0,30.0,45.0,100.0,45.0,52.2,38.66666666666667,0.0,0.0,7.0710678118654755,0.0,7.0710678118654755,0.0,2.3570226039551576
Med42,Med42,6,3,3,95.0,90.0,90.0,100.0,96.66666666666667,94.33333333333333,91.66666666666669,0.0,0.0,0.0,0.0,2.886751345948127,0.5773502691896278,0.0
Med42,Med42,6,4,3,40.0,30.0,36.666666666666664,100.0,63.333333333333336,54.0,35.55555555555555,0.0,0.0,15.275252316519468,0.0,5.773502691896256,4.0,5.091750772173155
Med42,Med42,6,5,3,40.0,30.0,43.333333333333336,100.0,63.333333333333336,55.333333333333336,37.77777777777777,0.0,0.0,5.773502691896258,0.0,5.773502691896258,2.3094010767585034,1.924500897298758
Med42,Med42,6,6,3,81.0,60.0,70.0,100.0,80.0,78.2,70.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,6,7,3,20.0,20.0,20.0,100.0,93.33333333333333,50.666666666666664,20.0,0.0,0.0,0.0,0.0,11.547005383792513,2.309401076758502,0.0
Med42,Med42,6,8,3,95.0,90.0,100.0,100.0,100.0,97.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Med42,Med42,6,9,3,53.333333333333336,36.666666666666664,53.333333333333336,100.0,66.66666666666667,62.0,47.77777777777777,11.547005383792515,5.773502691896258,11.547005383792515,0.0,23.09401076758503,10.392304845413264,9.62250448649377
Meditron,Meditron_api,1,0,3,53.333333333333336,43.333333333333336,33.333333333333336,100.0,80.0,62.0,43.333333333333336,11.547005383792515,11.547005383792515,11.547005383792515,0.0,0.0,6.928203230275509,11.547005383792515
Meditron,Meditron_api,1,1,3,66.66666666666667,56.666666666666664,66.66666666666667,100.0,86.66666666666667,75.33333333333333,63.333333333333336,11.547005383792513,11.547005383792516,5.773502691896256,0.0,5.773502691896256,6.110100926607789,8.81917103688197
Meditron,Meditron_api,1,2,3,90.0,85.0,83.33333333333333,100.0,98.33333333333333,91.33333333333333,86.1111111111111,0.0,0.0,5.773502691896256,0.0,2.886751345948127,1.5275252316519452,1.9245008972987498
Meditron,Meditron_api,1,3,3,66.66666666666667,63.333333333333336,53.333333333333336,100.0,93.33333333333333,75.33333333333333,61.111111111111114,11.547005383792516,11.547005383792516,11.547005383792516,0.0,11.547005383792513,8.326663997864529,10.183501544346313
Meditron,Meditron_api,1,4,3,68.33333333333333,60.0,66.66666666666667,100.0,83.33333333333333,75.66666666666667,65.0,7.637626158259734,10.0,11.547005383792516,0.0,5.773502691896256,6.658328118479393,9.279607271383375
Meditron,Meditron_api,1,5,3,60.0,50.0,70.0,100.0,86.66666666666667,73.33333333333333,60.0,0.0,0.0,0.0,0.0,5.77350269189626,1.1547005383792495,0.0
Meditron,Meditron_api,1,6,3,76.66666666666667,68.33333333333333,73.33333333333333,100.0,86.66666666666667,81.0,72.77777777777777,15.275252316519465,17.559422921421234,11.547005383792516,0.0,5.773502691896256,9.848857801796104,14.561491580090184
Meditron,Meditron_api,1,7,3,83.33333333333333,73.33333333333333,68.33333333333333,100.0,100.0,85.0,75.0,5.773502691896256,5.773502691896256,14.433756729740644,0.0,0.0,5.196152422706632,8.660254037844387
Meditron,Meditron_api,1,8,3,86.66666666666667,80.0,90.0,100.0,98.33333333333333,91.0,85.55555555555554,5.77350269189626,8.660254037844387,0.0,0.0,2.88675134594813,2.6457513110645907,4.811252243246881
Meditron,Meditron_api,1,9,3,86.66666666666667,81.66666666666667,90.0,100.0,98.33333333333333,91.33333333333333,86.1111111111111,2.88675134594813,2.88675134594813,0.0,0.0,2.886751345948127,1.5275252316519452,1.9245008972987436
Meditron,Meditron_api,1,10,3,60.0,50.0,53.333333333333336,100.0,80.0,68.66666666666667,54.444444444444436,0.0,0.0,11.547005383792516,0.0,0.0,2.309401076758505,3.849001794597499
Meditron,Meditron_api,2,0,3,40.0,30.0,43.333333333333336,100.0,93.33333333333333,61.333333333333336,37.77777777777778,20.0,20.0,30.550504633038933,0.0,11.547005383792516,14.047538337136984,23.412563895228306
Meditron,Meditron_api,2,1,3,20.0,10.0,10.0,100.0,100.0,48.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meditron,Meditron_api,2,2,3,46.666666666666664,36.666666666666664,56.666666666666664,100.0,86.66666666666667,65.33333333333333,46.666666666666664,11.547005383792516,11.547005383792516,11.547005383792516,0.0,11.547005383792513,9.237604307034013,11.547005383792516
Meditron,Meditron_api,2,3,3,40.0,30.0,50.0,100.0,80.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meditron,Meditron_api,2,4,3,60.0,50.0,60.0,100.0,83.33333333333333,70.66666666666667,56.666666666666664,0.0,17.320508075688775,17.320508075688775,0.0,5.773502691896256,8.082903768654761,11.547005383792515
Meditron,Meditron_api,2,5,3,26.666666666666668,23.333333333333332,36.666666666666664,100.0,86.66666666666667,54.666666666666664,28.88888888888889,11.547005383792516,11.547005383792515,23.09401076758503,0.0,11.547005383792513,6.110100926607786,13.87777332977422
Meditron,Meditron_api,2,6,3,33.333333333333336,23.333333333333332,43.333333333333336,100.0,86.66666666666667,57.333333333333336,33.333333333333336,11.547005383792515,11.547005383792516,11.547005383792515,0.0,11.547005383792516,4.618802153517006,11.547005383792515
Meditron,Meditron_api,2,7,3,20.0,10.0,23.333333333333332,100.0,100.0,50.666666666666664,17.77777777777778,0.0,0.0,23.09401076758503,0.0,0.0,4.618802153517006,7.69800358919501
Meditron,Meditron_api,2,8,3,20.0,10.0,10.0,100.0,100.0,48.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meditron,Meditron_api,2,9,3,33.333333333333336,23.333333333333332,38.333333333333336,100.0,86.66666666666667,56.333333333333336,31.666666666666668,11.547005383792516,11.547005383792515,20.207259421636902,0.0,11.547005383792513,6.350852961085884,14.433756729740644
